id,artist,song_name,lyric,Emotion,first_max,second_max
10,이석훈,사랑은 또,아무것도 없는 이 공허한 온도 속에 참아보려 애써 손짓을 하고 있지만 아주 멀리 가버린 나의 이야기들은 이젠 움츠려 펴질 생각을 않고 사랑은 또 이렇게 나를 떠나가네요 사랑은 또 날 두고 점점 멀어져요 이제는 희미해져 가버린 나의 사랑아 나를 밝게 비춰줘 오 가지마 밤이 오지 않기를 오늘도 잠들지 못하고 그대는 어두운 내 바다속에 있지만 손을 뻗어보아도 아무리 둘러봐도 그대 흔적 어디도 보이지 않아 사랑은 또 이렇게 나를 떠나가네요 사랑은 또 날 두고 점점 멀어져요 이제는 희미해져 가버린 나의 사랑아 나를 밝게 비춰줘 오 나의 그대여 꿈이라도 그대 내게로 찾아와 함께 할 수 있다면 사랑은 또 이렇게 나를 떠나가네요 사랑은 또 날 두고 점점 멀어져요 이제는 희미해져 가버린 나의 사랑아 나를 밝게 비춰줘 오 가지마 오 가지마',슬픔,0,1
11,러블리벗(Lovelybut),"그 새벽, 겨울, 나무 (Vocal by 장무진)",새벽 속을 걸어 만난 너를  원망했어 미워했어 겨울의 나무가 나 같아서  볼품없고 초라해 싫어  새벽 버스 내려 너를 보니  서러웠어 괴로웠어  겨울의 나무는 나 같아서  안쓰럽고 애틋해 슬퍼  사랑받고 싶어 나를 알아봐 줘 나를 기억해줘 나를 사랑해줘  새벽 겨울나무 너를 보면  눈물이 나 나 같아서  겨울의 나무가 날 위로해  해는 뜨고 겨울은 끝나  사랑받고 싶어 나를 돌아봐줘  나를 기억해줘 사랑해줘  봄꽃으로 가득하고  여름 커다란 그늘을 만들던  그 나무란 걸 잊지 말아 줘   사랑받고 싶어 나를 알아봐 줘  나를 기억해줘 사랑해줘  날 잊지 말아 줘',슬픔,5,4
12,김나영,헤어진 우리가 지켜야 할 것들,여기 내 머릿속에 스위치 같은 그런 게 있음 좋겠어 눈을 감듯 널 꺼놓게 매일 숨을 쉬듯이 널 사랑했던 나쁜 버릇은 어떡해야 고쳐질까 알아 쉽진 않겠지 한동안 생각날 테고 행여나 울더라도 흔들리진 말자 혹시 내 전화를 기다리거나 취해서 집 앞을 찾아오는 일 안 돼 실수로라도 내 생각 따윈 절대 안 돼 안 돼 안 돼 너 혹시 내 사진을 찾아보거나 나 몰래 내 소식을 검색하는 일 안 돼 이젠 안 돼 우린 안 돼 너와 나 더는 해선 안 되는 일 우릴 알던 누군가 (너를 만나) 스치듯 나의 안불 묻더라도 웃음으로 (웃음으로) 받아줄 수 있길 혹시 내 전화를 기다리거나 취해서 집 앞을 찾아오는 일 안 돼 실수로라도 내 생각 따윈 절대 안 돼 안 돼 안 돼 너 혹시 내 사진을 찾아보거나 나 몰래 내 소식을 검색하는 일 안 돼 이젠 안 돼 우린 안 돼 너와 나 잘 한 건진 모르지만 후회할지 모르지만 소리 없이 흐르는 눈물을 잡고 안녕 우리들의 수많은 기념일과 서로의 이름 목소리까지도 자고 나면 모두 다 잊는 거야 모든 걸 잊고 떠나는 거야 널 사랑했지만 보고 싶겠지만 오늘 이후로 우린 없는 거야 아무 일도 아닌 듯이 아무 일도 없던 듯이',슬픔,3,5
13,레터 플로우,그때의 내가 지금의 나였다면,아무것도 할 수 없었어 네가 떠나간 그날부터 느려진 하루가 여전히 버거워 모든 게 다 내 잘못 같아서  그때의 내가  지금의 나였다면 그때의 너는 조금 덜 아팠을까 난 아직 이렇게 멈춰진 시간을 후회로 널 그리다가 바래진 추억에 기대본다  나는 매일 아침 무너져 숨을 쉬듯 눈을 뜰 때면 너의 뒷모습이 여전히 선명해 하루가 꼭 일 년 같은 걸  그래 넌 참 힘들다 했어 너를 놓지 못하는 나로 마음 졸이는 많은 밤들을 얼마나 많이 말했는데  그때의 내가  지금의 나였다면 그때의 너는 조금 덜 아팠을까 난 아직 이렇게 멈춰진 시간을 후회로 널 그리다가 바래진 추억에 기대본다  이제야 좀 알 것 같은데 이제는 정말 다 알았는데 잊으라고만 해 끝났다고만 해 모든 것이 그대로인데  차라리 그때 우리가 몰랐다면 그때의 내가 너를 몰랐었다면 다 괜찮았을까 이렇게 아무 의미가 없는 후회만 하다 초라한 추억에 기대본다',슬픔,0,4
14,정승환,눈사람,멀리 배웅하던 길 여전히 나는 그곳에 서서 그대가 사랑한 이 계절의 오고 감을 봅니다 아무 노력 말아요 버거울 땐 언제든 나의 이름을 잊어요 꽃잎이 번지면 당신께도 새로운 봄이 오겠죠 시간이 걸려도 그대 반드시 행복해지세요 그다음 말은 이젠 내가 해줄 수 없어서 마음속에만 둘게요 꽃잎이 번지면 그럼에도 새로운 봄이 오겠죠 한참이 걸려도 그대 반드시 행복해지세요 끝눈이 와요 혹시 그대 보고 있나요 슬퍼지도록 시리던 우리의 그 계절이 가요 마지막으로 날 떠올려 준다면 안 되나요 다시 한 번 더 같은 마음이고 싶어 우릴 보내기 전에 몹시 사랑한 날들 영원히 나는 이 자리에서',슬픔,0,1
15,센티멘탈 시너리(Sentimental Scenery),서약 (Drama Ver.),내 길고 긴 하루의 끝에 그대가 있고 또 내가 있길 그 어떠한 어둠이 날 찾아와도 길을 찾아서 내게 와 주길 그렇게 말한 그대였는데 내겐 눈부셨던 너와의 기억들 내 귓가를 스치던 너의 목소리 잊을 수 없는 그대 미소에 내겐 찬란했던 너와의 순간들 영원을 약속했던 시간들 잊지 말자 말하던 그대 그대와 늘 함께였던 우리 나눴던 그 모든 것이 그대로 남은 그 길목에서 내겐 눈부셨던 너와의 기억들 내 귓가를 스치던 너의 목소리 잊을 수 없는 그대 미소에 내겐 찬란했던 너와의 순간들 영원을 약속했던 시간들 잊지 말자 말하던 그대',슬픔,0,4
16,에피톤 프로젝트(Epitone Project),그녀 (Her),나는 너의 아주 오랜 쉴 곳이기를 바랬었네 언제라도 같은 꿈이길 믿었는데 이해할 수 없는 말로 넌 멀어지네 너와의 모든 것이 무너진 듯 함께 나눈 시간마저도 부서지고 같이 그린 그림조차도 사라지네 내게 남은 흔적들만이 날 바라봐 어쩔 수 없다고   기억해 나를 부르는 널 내가 부르는 널 잊으려 했던 건 아니야 널 지우려 했던 건 아냐 문득 네 이름처럼 내겐 피할 곳이 없어 혹 슬퍼지는 마음일 거야   기억해 나를 부르는 널 내가 부르는 널 잊으려 했던 건 아니야 널 지우려 했던 건 아냐 문득 네 이름처럼 내겐 피할 곳이 없어 혹 슬퍼지는 마음일 거야  나는 너의 아주 오랜 쉴 곳이기를 바랬었네 언제라도 같은 꿈이길 믿었는데 이해할 수 없는 말로 넌 멀어지네 너와의 모든 걸  기억해 나를 부르는 널 내가 부르는 널 잊으려 했던 건 아니야 널 지우려 했던 건 아냐 문득 네 이름처럼 내겐 피할 곳이 없어 혹 슬퍼지는 마음일 거야  너와 만들던 집은 이제 완성하지 못한 채 끝내 함께 한 것만으로 나는 너의 모든 순간을 나는  기억해 나를 부르는 널 내가 부르는 널 잊으려 했던 건 아니야 널 지우려 했던 건 아냐 문득 네 이름처럼 내겐 피할 곳이 없어 혹 슬퍼지는 마음일거야  기억해',슬픔,4,0
17,메이트(Mate),안녕,먼 길을 떠나 저 어딘가에 닿으면 그땐 어쩌면 나를 그리워할지도 혹시 언젠가 우리 다시 만날 수 있다면.. 안녕 안녕 안녕  상처뿐이던 기억 희미해지는 언젠가 추억 속에서 너를 그리워할지도 추운 겨울에 내 맘 눈 녹듯 사라질 때쯤 안녕 안녕 안녕  우린 이렇게 왜 헤어져야 하는지 너는 그렇게 쉽게 나를 떠날 수 있었는지 나를 두고서 등을 돌리던  너를 잡고 싶었지만 안녕 안녕 안녕',슬픔,0,4
18,TAPEDECK,Epilogue (feat. Meego),지그시 눈을 감고 천천히 너에게 다가가 작은 네 어깨에 두 팔을 두르고 살며시 회색빛 바래진 화면 위로 천천히 지나가는 이름들 맞아 지금 이 순간이 너와 나의 마지막 장면인거야 이렇게 It's you 이렇게 시간은 멎고 I'll be with you Forever 처음의 떨림은 없어도 나에겐 익숙한 미소가 맞아 지금 이 순간이 너와 나의 마지막 장면인거야 이렇게 It's you 이렇게 시간은 멎고 I'll be with you Forever 언젠가 너와 내가 바랐던 영화의 끝처럼 우리 지금 잡은 두 손 따뜻한 온기 너라서',슬픔,0,2
19,알레프(ALEPH),Instant Lover,What are we Just an Instant Lover 쉽게 사랑하고 쉽게 헤어지는 What are we Just a part time Lover I hope you don't mind I hope you don't mind I hope you don't mind 나 할 말 있어 내가 잘못했어 참 미안해 그래도 나 이제 떠나야 해 순간의 진심으로 대해서 미안해 그래도 나 진심이야 정말 행복했어 순간의 진심도 사랑이라 말해준 널 사랑해 참 좋아해 이제 그만 갈게 Why do we Want a happy ending 멋진 사랑하고 미련 없이 가는 What are we Just an Instant lover I hope you don't mind I hope you don't mind I hope you don't mind 나 할 말 있어 내가 잘못했어 참 미안해 그래도 나 이제 떠나야 해 순간의 진심으로 대해서 미안해 그래도 나 진심이야 정말 행복했어 순간의 진심도 사랑이라 말해준 널 사랑해 참 좋아해 이제 그만 갈게 우린 사랑이야 사랑이니 이만 새 사랑하자 순간의 진심으로 대해서 미안해 그래도 나 진심이야 정말 행복했어 순간의 진심도 사랑이라 말해준 널 사랑해 참 좋아해 이제 그만 갈게 Goodbye My Love',슬픔,0,4
20,Gogang(고갱),Midnight Blue,"""Take it easy it's too fast We're rushing to the end I would never see those again So I tried to grip as hard as I can Did I hurt you so bad did I? Did you see the sun in the other sky These two words aren't alike But seem alike in dawn That makes me both high and blue again You take away your scars All you got Or just stay while as I did I was terrified of being alone So I tried to grip as hard as I can Did I hurt you so bad did I? Did you see the sun in the other sky These two words aren't alike But seem alike in dawn That makes me both high and blue again Did I hurt you so bad? Did you see the sun in the other sky These two words aren't alike But seem alike in dawn That makes me both high and blue again Did I hurt you so bad did I Did you see the sun in the other sky These two words aren't alike But seem alike in dawn That makes me both high and blue again'",슬픔,2,1
21,우물,국화,여기에 날 두지 마 제발 눈을 감지 마 이젠 나를 잊지 마 다신 도망가지 마 여기에 날 두지 마 제발 눈을 감지 마 이젠 나를 잊지 마 다신 도망가지 마 어디까지 가야 도망일까 우린 아직 가야 할 길이 멀어 안녕 잘 가 내일은 더 괜찮을 거야 안녕 잘 가 내일은 더 괜찮을 거야 괜찮을 거야 안녕 잘 가 내일은 더 괜찮을 거야 안녕 잘 가 내일은 더 괜찮을 거야 안녕 잘 가 내일은 더 괜찮을 거야 안녕 잘 가 내일은 더 괜찮을 거야',슬픔,0,5
22,민주희,마음,난 너를 잔뜩 안고선 가지 말라 퍽 울고선 마음을 주워 담고선 너에게 달려가 너보다 멋진 건 없고 그런 널 닮고 싶었다는 여전히도 사랑한다는 못난 고백을 해 있잖아 난 너의 곁을 오래 지키고 싶었어 한치의 거짓 없이 너의 말을 다 믿었어 네가 버린 내 마음은 저 깊은 바다에 난 죽도록 헤엄치다 숨이 차올라서 무서워 난 어쩔 줄을 모르겠단 말야 네가 가져간 내 마음 좀 돌려달란 말야 넌 나를 뿌리치고선 마음이 다했다 말하곤 모진 말들을 내뱉곤 날 두고 떠났네 기어코 나를 울리곤 우는 날 못 본 척하곤 내 맘을 구겨버리고 저 멀리 던졌네 있잖아 난 너의 곁을 오래 지키고 싶었어 한치의 거짓 없이 너의 말을 다 믿었어 네가 버린 내 마음은 저 깊은 바다에 난 죽도록 헤엄치다 숨이 차올라서 무서워 난 어쩔 줄을 모르겠단 말야 네가 가져간 내 마음 좀 돌려달란 말야 네가 버린 내 마음은 저 깊은 바다에 난 죽도록 헤엄치다 숨이 차올라서 무서워 난 어쩔줄을 모르겠단 말야 네가 가져간 내 마음 좀 돌려달란 말야',슬픔,4,0
23,그네,안고 있는 건 너였다,이 정도면 되겠지 마지막 인사로는 나름 잘 했던 것 같은데 이제 넌 아무 미련 없는 사람처럼 담담한 표정으로 일어나면 되는데 돌아서면 되는데 그럴 생각이 전혀 없는 사람처럼 이 말 밖에 할 말이 없냐고 묻는데 오늘 생각해 온 말은 이것뿐인데 부족한 내가 널 붙잡는 건 욕심 같아서 그 정도면 됐는데 마지막 인사마저 내겐 과분한 맘였는데 이제 넌 너와 어울리는 사람 만나 밝은 웃음 지으며 살아가면 되는데 돌아서면 되는데 그럴 생각이 전혀 없는 사람처럼 이 말 밖에 할 말이 없냐고 묻는데 오늘 내가 생각해 온 말은 이것뿐인데 부족한 내가 널 붙잡는 건 욕심 같아서 그래 어쩌면 다 핑계일지 몰라 모자람 없는 네 옆에 볼품없는 내가 맞는 걸까 손 놓으면 되는데 그럴 생각이 전혀 없는 사람처럼 한 번만 더 생각해 줄 수는 없는지 물어보는 그런 너를 왈칵 안고 싶은데 네 품에 있는 건 안고 있는 건 또 너였어',슬픔,5,4
24,알레프(ALEPH),가장 낮은 순간,그런 눈으로 날 버리지 마 너의 가장 낮은 순간에 내가 함께해도 미안해하지 마 혼자 떠안으려 하지마 밀어내면 밀어낸 만큼 외로워질 거야 가장 낮은 곳 깊은 심연을 함께 할 수 있다면 난 기쁠 거야 돌아서지 마 흔들리지 마 함께 할 수 있다면 난 기쁠 거야 좀 더 진심을 말해도 돼 홀로 사랑의 발자취를 따라가며 애쓰다 언제가 가장 낮은 곳을 지날 때 그때도 나 네 옆에서 기다리고 있을게 가장 낮은 곳 깊은 심연을 함께 할 수 있다면 나 기쁠 거야 돌아서지 마 흔들리지 마 함께 할 수 있다면 우리 가장 낮은 곳 깊은 심연을 함께 할 수 있다면 나 기쁠 거야 돌아서지 마 흔들리지 마 함께 할 수 있다면 우리는',슬픔,1,0
25,Gogang(고갱),Too Good For Me,"""Maybe I'm I think I'm being punished It's right Because I I made you sad so bad My mood is up and down Up and down again and again Took a deep breath then summer's Come and gone twice Lose my sight it's like I'm holding my breath in dust All these things around me They just makes you more perfect I think I should apologize It's too late But I still love to see your smile A grain of sand I feel the universe In this thing You're so lovely lovely too good for me You're so lovely too lovely to be alone You know what I've always been give up so easily I was hiding in a lion's skin When someone left Oh look at me now I feel alive only When I get hurt Maybe I'm not grown up enough to see In the empty hole You're so lovely lovely too good for me You're so lovely too lovely to be alone You're so lovely lovely too good for me You're so lovely too lovely to be alone You're so lovely You're so lovely You're so lovely""",슬픔,2,1
26,원하,Still live in you,너의 손을 잡고 걷던 너의 집 앞 골목 계단 앞이야 계단을 오르면 고개를 들면 그대가 손을 흔들며 나를 부를 것 같아서 네가 사준 반지 끼고 있어 아직도 빼지 못하고 이 반지를 빼면 너를 잃어버릴까 봐 나는 여전히 너를 기다려 Still live in you 살고 있어 네 안에 여전히 난 아직도 못 떠났어 미안해 I'm sorry I can't live believe Please give me one more day 난 아직 잊지 못하고 돌아와 줘 Still live in you 살고 있어 네 안에 여전히 난 아직도 못 떠났어 미안해 I'm sorry I can't live believe Please give me one more day 난 아직 잊지 못하고 돌아와 줘 너의 손을 잡고 걷던 너의 집 앞 골목 계단 앞이야 계단을 오르면 고개를 들면',슬픔,0,4
27,채주형,짧은 밤,그대가 나를 떠나가면 나는 어디에도 못 갈 것 같아 오늘 밤은 떠나지 말아 테이블에 놓인 맥주 두 잔과 점점 줄어드는 안주 멋쩍은 표정으로 웃고 있는 너 네게 사랑한다 말하면 너는 조금 더 곁에 있어 줄까 너의 손을 잡고 있으면 너는 조금 더 있어 줄까 네게 미안하다 말하면 너는 조금 더 날 바라봐줄까 시간은 이렇게 그냥 지나가는데 그대가 나를 떠나가면 나는 어디에도 못 갈 것 같아 오늘 밤은 그냥 곁에 있어 줘 네게 사랑한다 말하면 너는 조금 더 곁에 있어 줄까 너의 손을 잡고 있으면 너는 조금 더 있어 줄까 네게 미안하다 말하면 너는 조금 더 날 바라봐줄까 네게 미안하다 말하면 네게 사랑한다 말하면 너는 조금 더 곁에 있어 줄까 너의 손을 잡고 있으면 너는 조금 더 있어 줄까 네게 미안하다 말하면 너는 조금 더 날 바라봐줄까 시간은 이렇게 그냥 지나가는데 그대가 나를 떠나가면 나는 어디에도 못 갈 것 같아 오늘 밤은 그냥 곁에 있어 줘 내가 사랑하는 그대',슬픔,0,4
28,조잿빛,희희,쉽게 사랑을 말하지 마요 너무 고맙지만 저는 요 보여 지는 모습만큼 설계 되어있지 않아서 희희 도망가면 몰려오는 무거운 짐들은 어떡해 희희 날아가면 남아있는 빛을 잃어버린 반디는 어쩌구요 순간으로는 난 안돼요 영원밖에 난 만족 못 해요 어설프게 시작하다 나도 몰래 추락하는 희희 그런 모래를 쥐긴 싫어 비좁은 맘에 다 흐를꺼야 희희 더이상은 아무것도 아닌 척을 하고 싶지 않아 작은 불빛만 보고 왔다면 함부로 사랑하지 마요 멀리서 볼 때는 모르겠지만 아픔을 숨겼으니까 희희 도망가면 몰려오는 무거운 짐들은 어떡해 희희 날라가면 남아있는 빛을 잃어버린 반디는 희희 무덤덤한 척을 하며 쓴웃음을 머금은 채 희희 소리 내며 울을 거야 소리치며 울어버릴 거야',슬픔,4,5
