id,artist,song_name,lyric,Emotion,first_max,second_max
10,Aden (에이든),Our Days (Feat. Chan) (Prod. HAAN),오늘 너 같지 않아도 내일은 다를 거니까 비가 내려와도 또 맑아질 테니까 너는 내 곁에만 있어주면 돼 가끔은 그런 생각이 들곤 하겠지 그럴 때마다 네게 말해줄게 내일이 밝지 않아도 난 괜찮아 서로 마주하고 웃을 수 있으면 내일이 맑지 않아도 너와 함께 한다면 그럼 내게도 행복이 온 거야 Back in the days 밤새 주고받았던 사랑의 말들이 이제는 한없이 부족한 걸 oh 때론 농담 섞어서 장난도 쳐 하룰 보내도 벌써 보고 싶어 네게 전활 걸어 그래도 우린 함께 오래 있을 거니까 우리는 No need to worry 내 맘은 이런데 넌 어떤 맘인지 내일이 밝지 않아도 난 괜찮아 서로 마주하고 웃을 수 있으면 내일이 맑지 않아도 너와 함께 한다면 그럼 내게도 행복이 온 거야 So baby don't worry 언제나 내가 있을게 너의 옆에서 내일의 우린 변하게 되고 조금씩 달라지지만 누구보다 널 위하는 나를 넌 알고 있어줘 내일이 밝지 않아도 난 괜찮아 서로 마주하고 웃을 수 있으면 내일이 맑지 않아도 너와 함께 한다면 그럼 내게도 행복이 온 거야',설렘&심쿵,1,2
11,준(JUNE),때,"""You 나른해지는 네 눈빛과 that's right You 내가 널 바라보는 이 순간 아침에 눈을 떴을 때 짧지만 입을 맞출 때 내 모든 게 온전할 때 You're the only one for me the destine I never forget about lovin it I believe and I can fly 우린 하늘을 날고 있잖아 같은 기분을 공유할 때 마주 보며 밥 먹을 때 서로를 위한 선물을 준비할 때 I believe and I can fly 우린 하늘을 날고 있잖아 우릴 데려갈 봄바람에 코끝을 맡길래 네 어깨 여기 있잖아 다른 곳엔 기대지 말자 yeah Ayy 넌 날 빛내줘 넌 항상 그 자리에 계속 날 비춰줘 난 매번 네 옆자리에 Ayy 넌 날 빛내줘 넌 항상 그 자리에 계속 날 비춰줘 난 매번 네 옆자리에 난 매번 네 옆구리에 널 꼼짝 못 하게 해 풀로 붙혀달라구 어디 가지 말라구 만 불러대 yeah 어디 가서 네 자랑 원 없이 하는 거 잘 알잖아 내 가족 내 친구 모두 우릴 너무 잘 알잖아 You know about me baby 다시 네 눈에 띄기 위해 네 자랑거리가 되기 위해 지금 이렇게 널 그려내잖아 You know about me baby 다시 내 눈에 띄기 위해 어쩌면 난 다시 태어났나봐 I believe and I can fly 우린 하늘을 날고 있잖아 같은 기분을 공유할 때 마주 보며 밥 먹을 때 서로를 위한 선물을 준비할 때 I believe and I can fly 우린 하늘을 날고 있잖아 우릴 데려갈 봄바람에 코끝을 맡길래 네 어깨 여기 있잖아 다른 곳엔 기대지 말자 yeah I believe and I can fly 우린 하늘을 날고 있잖아 I believe and I can fly 우린 하늘을 날고 있잖아'",설렘&심쿵,2,0
12,Bas Bao (바스바오),고마워,왜 이제야 왔어 많이 기다렸잖아 미안해하지 마 그냥 안아주면 돼 이제 그만 울어 난 괜찮으니까 네가 좋아하는 Bread 실컷 먹으러 가자 다시 사랑할 수 있어서 내가 너를 볼 수 있어서 그냥 다시 돌아와 줘서 고마워 Just stay with me like this babe 너 없이 많이 힘들었어 같이 저녁 하늘 보면서 말 못한 감정 추스려 Just stay with me like this babe 혹여 날 다시 떠난 대도 난 기다릴 수 있어 난 기다릴 수 있어 Oh my luv 보여 줄게 많아 빨리 와서 앉아 봐 밤 하늘에 별빛이 우릴 반겨 줄 거야 서로에게 익숙해질수록 더 소중하게 조금씩 잘해주자 다신 아프지 않게 다시 사랑할 수 있어서 내가 너를 볼 수 있어서 그냥 다시 돌아와 줘서 고마워 Just stay with me like this babe 너 없이 많이 힘들었어 같이 저녁 하늘 보면서 말 못한 감정 추스려 Just stay with me like this babe 혹여 날 다시 떠난 대도 난 기다릴 수 있어 난 기다릴 수 있어 Oh my luv',설렘&심쿵,0,2
13,정진우,집에 있을게 (with Villain),난 널 봐 넌 뭘 봐 난 자꾸 눈이 가 손이 가 난 니가 니 발로 왔음 좋겠어 난 불도 키고 앞문도 열어 놓고 내 음악을 크게 틀고서 너가 오기를 기다려 시간은 Tiki Taka 하며 흘러가는데 넌 나한테 돈이야 너 없인 살 수가 없는게 함정이야 너 없인 멀리 나갈 수가 없는거야 Ah Babe 멀린 못가니까 가까이 있을게 멀린 안갈게 Babe 가까이 있을게 Lady 어지간하면 Baby 집에 있을게 Lady 넌 뭐해 난 장봐 어디쯤 와가니 이제다 온거니 먹고 싶은거 입고 싶은거 취향 별로 사갈게 집 청소 좀 해줄래 거실 불도 좀 키고 앞문도 열어놓고 내 음악을 크게 틀고선 니가 오기를 기다려 내가 도착하면 경적 두 번 울릴게 넌 나한테 돈이야 너 없인 살 수가 없는게 함정이야 너 없인 멀리 나갈 수가 없는거야 Ah Babe 멀린 못가니까 가까이 있을게 멀린 안갈게 Babe 가까이 있을게 Lady 어지간하면 Baby 집에 있을게 Lady 있잖아 지금이 아니면 솔직할 수 없을거 같아 My Baby My Lady 넌 나한테 돈이야 너 없인 살 수가 없는게 함정이야 너 없인 멀리 나갈 수가 없는거야 Ah Babe 멀린 못가니까 가까이 있을게 멀린 안갈게 Babe 가까이 있을게 Lady 어지간하면 Baby 집에 있을게 Babe',설렘&심쿵,2,0
14,cott(콧),SCENE,보랏빛의 물든 하늘과 비치는 우리 실루엣 How fascinating Your violet eyes too 어디든 난 상관이 없어 뭘 하든 너랑 있으면 펼쳐질텐데 우리가 있는 여기야 Paradise Love is shine 너를 바라볼 때 펼쳐진 Fairy tale 잠든 구름들과 우리 둘 스며든 우리의 지금과 모든 걸 담아 둔 Our x-frame 푸른 새벽 널 감싸 안으며 잠도 잊은 채 풀어냈던 마음 위를 딛고 서 있는 이 순간마저도 Love is shine 너를 바라볼 때 펼쳐진 Fairy tale 잠든 구름들과 How romance 우린 바라볼 때 닮아 있는 듯해 꿈만 같아 The scene 잠든 널 옆에 두고 너와의 다른 장면을 또 그려봐 Love is shine 우리의 순간은 떠 있는 듯해 In the air Feel like no gravity',설렘&심쿵,2,1
15,그리즐리 (Grizzly),우리 다투게 돼도 이것만 기억해 줄래 눈을 맞추고 서로가 서로의 손잡아 주며 낮은 목소리와 예쁜 말투로 상처 주지 않게 노력을 하고 ●,눈을 맞추고 따뜻한 커피를 내려주고는 얼어버린 맘을 녹여줄 수 있게 너를 꼭 안아줄게 있잖아 매일 밤마다 네 생각 밖에 안 나 연애 초라 그런가 봐 가장 설레는 이 시간 아무 걱정 하지 마 시간이 흘러도 난 네 편 언제 내 맘에 들어와 깊숙이 자리 잡은 너 못 빠져나가 너 내 허락 없이는 언젠가 우리 다투게 돼도 이것만 기억해 줄래 눈을 맞추고 서로가 서로의 손잡아 주며 낮은 목소리와 예쁜 말투로 상처 주지 않게 노력을 하고 구름이 걷히면 고맙다는 인사를 하고 얼어버린 맘을 녹여줄 수 있게 너를 꼭 안아 줄게 라라라 라라 너와 나의 일상조차 영화로 만들어도 돼 계절이 지나 거친 파도가 와 언젠가 우리 다투게 돼도 이것만 기억해 줄래 눈을 맞추고 서로가 서로의 손잡아 주며 낮은 목소리와 예쁜 말투로 상처 주지 않게 노력을 하고 구름이 걷히면 고맙다는 인사를 하고 얼어버린 맘을 녹여 줄 수 있게 너를 꼭 안아 줄게 라라라 라라',설렘&심쿵,2,0
16,aiai,Sandfunk (feat. ELO),Today is the day 달려 818 We're on the go runway Baby let's ride I left my hard times in the past No like that shxt in my suitcase 챙긴건 cigarette and Money in my bag I know that you like it Purple sky that's your colour Like a drank we make a toast Living for love Dying for thrills Whatever you want 골라 너의 card My sin city angel We're on the way to go ride Drive PCH so beamin' right We're on the way to go ride Taking the wheel of life 뒤로 미뤄 모든걸 갇혀 있기는 싫어 Open the door 여태까지 굴러왔으니까 누가 뭐래도 I deserve it yeah Got my key on Two seater two seater Pedal to the metal Roof missin' roof missin' 걱정 안해도 돼 You gon get yours Imma get mine For real good times We gon make nothing to something Don't have to try so hard 어떻게든 되겠지 익숙한 길이 아니어도 우린 계속 걸어가게 되겠지 Okay I'm ready to flow 이제는 네 손을 잡고 Dive into the ocean Or wherever you want We're on the way to go ride Drive PCH so beamin' right We're on the way to go ride Taking the wheel of life 1 2 3',설렘&심쿵,2,1
17,Def.,SUNSET WITH YOU,한가로운 시간 속에 너와 함께 여행을 해 따사로운 햇살 들이 우릴 비쳐줘 모래 위에 우리의 이름을 새겨 넣네 서로의 맘을 가득히 담은 해 가지는 시간에 영원을 약속해 YEAH WOO WOO I JUST SEE SUNDET WITH YOU WOO WOO I JUST SEE SUNDET WITH YOU 너와 하루 종일 이런저런 얘길 하고 얘기 중에 너에 사랑 담긴 눈빛을 느끼네 종이 위에 우리의 이야기를 담아내 오늘의 하룰 우리 추억을 달빛이 고갤 숙일 때 서로를 꿈꾸네 YEAH WOO WOO I JUST SEE SUNDET WITH YOU WOO WOO I JUST SEE SUNDET WITH YOU WOO WOO I JUST SEE SUNDET WITH YOU WOO WOO I JUST SEE SUNDET WITH YOU',설렘&심쿵,2,1
18,림지(LimJi),니 맘은 YES,"""I really don't like anyone 내 맘이 뭔지 묻던 너 너의 눈이 말해 이미 You wanna be with me tonight yeah 난 그냥 어떻게 할지 몰라 어떡해 I'm sorry to myself 이젠 사랑도 필요 없는데 Oh everytime You want me a lot yeah 음 싫은데 고민돼 네 맘은 Yes Everytime you say yeah Even if i don't want you Your love to me is colorful 매일 밀어낼게 내일도 넌 내게 Even if I don't want you Your love to me is colorful You say you love me all the time 유일한 여자라 말하지만 너의 눈에 덩그러니 남겨진 난 관심 없지 넌 그냥 부족해 뭘 하든 다 부족해 Hey 쉬운 여잘 찾아 네 Style and 잘 맞는 속 사정까지 But everytime You want me a lot 조금씩 나도 널 Yeah 니 맘은 Yes Everytime you say yeah Even if i don't want you Your love to me is colorful 매일 밀어낼게 내일도 넌 내게 Even if I don't want you Your love to me is colorful 니 맘은 Yes Everytime you say yeah Even if i don't want you Your love to me is colorful 매일 밀어낼게 내일도 넌 내게 Even if I don't want you Your love to me is colorful I don't know I don't know ye yeah I don't know I don't know""",설렘&심쿵,0,1
19,Hanon(하논),연꽃 (Prod. bluetin),"""I don't wanna think about you no more 나는 모든 것을 다 잃었어 내가 사랑했던 것 마저도 이제 잿빛으로 변해서 너는 떠나가야만 했었어 너의 뜻이 아니었더라도 노력해봤지만 그 모든 건 그저 피운 연꽃이었단 걸 Babe I am not ok 알다시피 그렇게 버리지를 못해 주워담지 못해 내가 대체 어느 걸 택해 운명이더라도 내게 내린 벌이더라도 아직 놓지 못했어 한 번만 널 보고싶어 I don't wanna fallin down Somebody help me out 난 말야 어둠 속으로 빨려 들어만 가 I don't wanna fallin down Somebody help me out 너를 잃어버렸던 그 밤 I can't smile again 여전히 난 꽃을 꺾지 못해 I don't wanna fallin down Somebody help me out I don't wanna think about you no more 나는 모든 것을 다 잃었어 찬란했던 그 햇볕 밤 아래 별도 다 흐릿해져 사라져버렸어 모두 나를 떠나가야만 했고 불에 젖은 널 포기할 수 없던 나는 양손의 그 상처에 주저 앉아 탓해 물가의 꽃들에게 Babe I am not ok 알다시피 그렇게 버리지를 못해 주워담지 못해 내가 대체 어느 걸 택해 운명이더라도 내게 내린 벌이더라도 아직 놓지 못했어 한 번만 널 보고싶어 I don't wanna fallin down Somebody help me out 난 말야 어둠 속으로 빨려들어만 가 I don't wanna fallin down Somebody help me out 너를 잃어버렸던 그 밤 I can't smile again 여전히 난 꽃을 꺾지 못해 I don't wanna fallin down Somebody help me out'",설렘&심쿵,0,4
20,Dept(뎁트),"어째서 (Feat. Nason, 에이민)",사라지지 마 지워지지 마 기억 속에 남길 떠나가지 마 도망치지 마 기억 속에 남길 떠나갈 거라면 어째서 내게 사랑을 가르쳐 어째서 소중한 거라면 어째서 날 두고 사라져 너는 왜 어째서 우리 걸어가 봤던 골목들을 지나서 한 번씩은 들렸던 노래가 사라졌어 너는 왜 변해버린 건지 지나면 옷이 해질 듯이 묻지도 않던 날들이 널 떠나고 내 머리엔 시간이 지나간다면 다시 돌아올 거라 믿었던 지난날을 후회해 넌 내 곁에서 사라지지 마 지워지지 마 기억 속에 남길 떠나가지 마 도망치지 마 기억 속에 남길 떠나갈 거라면 어째서 내게 사랑을 가르쳐 어째서 소중한 거라면 어째서 날 두고 사라져 너는 왜 어째서 내게서 이유를 묻는다면 난 서서히 우리가 보이지 않던 희미해진 그날부터 내가 원한 건 이게 아닌데 차가운 말들로 우릴 아프게 하고 끝이 나서야 널 깨닫게 되는 걸 힘들었던 지난 추억에 잠겨 있어 이젠 감사해 가끔 두렵기도 해 너를 잃었던 실수 다시 할까 봐 불안해 매일 내게 기회를 줘 사라지지 마 지워지지 마 기억 속에 남길 떠나가지 마 도망치지 마 기억 속에 남길 떠나갈 거라면 어째서 내게 사랑을 가르쳐 어째서 소중한 거라면 어째서 날 두고 사라져 너는 왜 어째서',설렘&심쿵,0,4
21,OoOo(오넷),생각나,Comeback to me 넌 늘 무너질 때 쯤 생각나 너의 그런 말투에도 난 너를 미워 할 수 없어 나 Comeback to me 너를 떠나지 못할 것 같아 잊으려고 해도 너 아님 난 어디 기댈 곳이 없어 나 함께 했던 기억들도 지난 나의 행동들도 잊혀지길 지워지길 바래 나는 늘 매일 밤 꿈에 네가 나와 이것마저 나의 벌 일까 내가 느낀 모든 아픔 다 알아 내 탓이란 것도 이젠 남이 되 버린 너와 아직 그대로 남은 나만 내게 또 매달려도 이젠 의미없어 다 Make me feel alright 지금 난 이젠 널 지워 다 지쳐 나 다시 눈을 감아도 지워지지가 않아 Comeback to me 넌 늘 무너질 때 쯤 생각나 너의 그런 말투에도 난 너를 미워 할 수 없어 나 Comeback to me 너를 떠나지 못할 것 같아 잊으려고 해도 너 아님 난 어디 기댈 곳이 없어 나 넌 어떨까 지금 내가 없는 지금 너는 괜찮은 것 같애 아니 행복한것 같애 넌 아직 꿈에서 나와 이런 내 맘은 모르겠지만 다시 기억에 남아 지워지지가 않아 왜 난 아직도 그때 기억들로 힘든데 왜 넌 아무렇지 않아 지난 날을 후회를 해봐도 넌 돌아오지 않아 이미 넌 떠나 Comeback to me 넌 늘 무너질 때 쯤 생각나 너의 그런 말투에도 난 너를 미워 할 수 없어 나 Comeback to me 너를 떠나지 못할 것 같아 잊으려고 해도 너 아님 난 어디 기댈 곳이 없어 나 Comeback to me 넌 늘 무너질 때 쯤 생각나 너의 그런 말투에도 난 너를 미워 할 수 없어 나 Comeback to me 너를 떠나지 못할 것 같아 잊으려고 해도 너 아님 난 어디 기댈 곳이 없어 나',설렘&심쿵,4,0
