id,album_name,song_name,issue_date,year,lyrics
716,WARM UP,다라타 (Da Ra Ta),20181021,2018,"그래 나 곧잘 밝은 척해
둥글게 둥글게
짧게 보게 될 너랑
이렇게 선 그을 때
그게 나야 근데 뭘 어떡해
어둡게 어둡게 방에
노랗게 밝히는 조명을 부탁해
Sunshine‘s too bright
내 아침은 좀 달라
숨은 어둠을 몰아넣지
Just bring me down
아쉬워하지 말아
그냥 웃어넘겨 변함없이
우울하지만 우울하지만은 않은 노래
la la la la la la
처지는 것 같지만 내게 만은
되게 밝은 노래
우울하지만 우울하지만은 않은데 왜
처지는 것 같지만 너도 모르게
고개 끄덕거리게 될 걸
이 노래에
Ya
다라 다라다닷다
다라 다라다닷다
그래 나 곧잘 밝은 척해
둥글게 둥글게
짧게 보게 될 너랑
이렇게 선 그을 때
그게 나야 근데 뭘 어떡해
어둡게 어둡게 방에
노랗게 밝히는 조명을 부탁해
Sunshine‘s too bright
내 아침은 좀 달라
숨은 어둠을 몰아넣지
Just bring me down
아쉬워하지 말아
그냥 웃어넘겨 변함없이
우울하지만 우울하지만은 않은 노래
la la la la la la
처지는 것 같지만 내게 만은
되게 밝은 노래
우울하지만 우울하지만은 않은데 왜
처지는 것 같지만 너도 모르게
고개 끄덕거리게 될 걸
이 노래에
Ya
다라 다라다닷다
다라 다라다닷다
우울함을 우물거리는 게 내 식사
나는 너무 좋은 데 전부 실화
빠져들어 시간 가는 줄을 몰라
언젠가 질릴까 답이 안 나와
내가 가장 좋아하는 너와
같이 신나게 우울 곱씹는 게 다야
이 노랠 듣는 건 받아들이는 거야
이제 아무 데서나 가서
엄한 거 듣지 마
우울하지만 우울하지만은 않은 노래
처지는 것 같지만 내게 만은 되게
밝은 노래
우울하지만 우울하지만은 않은데 왜
처지는 것 같지만 너도 모르게
고개 끄덕거리게 될 걸
이 노래에"
717,Somethin` New,Somethin` New,20160809,2016,"Woke up in a fluffy bed
다시 돌아온 아침에 반복되는 하루
Why should i feel this pain
그리고 또 생각해
I want to throw it all away
내가 원하는 건 Maybe
내가 필요한 건 Maybe
내가 원하는 건 Maybe
Right here
Somethin’ new
Somethin’ new
Somethin’ new
내 시간을 뺏지 말아 줄래
다시 돌아온 아침에 반복되는 하루
Why should i feel this pain
결심하기 시작해
I want to throw it all away
시작하고 나면
새로운 느낌의 나만의 Fantasy
꿈꿔왔던 대로 시작해 봐
must have something
you want and like too
Somethin’ new
Somethin’ new
Somethin’ new"
718,come out. you&#39;re hiding (Deluxe),back again,20180202,2018,N/A
719,Champion Sound,McNasty Filth (Feat. Frank-N-Dank),20180911,2018,"Ugh yea come on

Frank
Its Frank Nitty in the place to be
With J - D to the ILLA and the LIB
So let me see you touch the sky
Let me see you raise them hands up high

J Dilla
Madlib, Frank, Dank , Dilla
Chasing paper blazin up in this bitch
We raise up the stakes
A little bit and SHUT SHIT DOWN
Tone coulda told ya that clone shit is over

Dank
You need to put your hands up
Is what you need to do
Plus niggas got game like the Ps2
Its Dankery off and here bout to set it
Things looked charged in here bout to let it go

Frank
Back and Forth like a big ol ass
I'mma mack of course thats a big ol ass
Got me up in this muthafucker
I am in this muthafucker

J Dilla
Yea nigga
DILA the man the myth
The plan is to get the grands
And cause panic when I spit that
Its that bout it , bout it
Niggas thinking they hot but its not
Its

Dank
It's Dank Hard looking for hoes
The ones that working it hard
Im looking for those
So they can shake their ass for us
I told yall in McNasty trust

Frank
We got bitches, weed and blunts
We go with the fall guys leading stunts
Cause players is out here doing their thing
I told what McNasty brings

J Dilla
It's gangsta we all chasing scrilla
Bet your ass , that its not a game
We real ghetto with the
Filth , flarn, flarn, filth
Hittin em hard with the bars that I spit

Frank-N-Dank
It's Frank-N-Dank
You know who it is
Rocking over tracks with Dilla
And my nigga Madlib
Cause we are in this muthafucka
We are in this muthafucka

Madlib
It's Frank, Dank , Dilla
Chasing paper , blazing up in this bitch
So raise up the stakes nigga

Frank-N-Dank
We are in this muthafucka
We are in this muthafucka

Madlib
It's Frank, Dank & J Deezy
With Madlib colabin'
To bringin that heat to blast nigga

Frank-N-Dank
We are in this muthafucka
We are in this muthafucka

J Dilla
And we gets dirty
Like we bred and crispy
Stripin away your pride
We get busy with the
Pat Banis Madlib
And J to the Frank
And mad is at it again
And we got those chickens
Plus the flow is sick
Known for the pimpin
Hoes blow the dick
When I pop collars
Drop dollas, hop , hoppin
In and out of 2000 plus caddys
And blazin that ism
Bangin that boomin system
Jeep volume, feets tallin
Jeep crawlin, we ballin
Told yall before not to play me out the gate
Gettin cake and rocking chains
Making nigga , NV, tens beating
Takin the game like Vincent C , nigga

Frank
White niggas go straight to the back
Cause we all up in here
Dont know how to react when

Dank
We are in this muthafucka
We are in this muthafucka

Frank
All ladies go straight to the front
Cause we're real playalistic
We know what you want when

Dank
We are in this muthafucka
We are in this muthafucka

Dank
We are in this muthafucka
We are in this muthafucka"
720,To You ... Forever,I Can`t Forget About Her,20120726,2012,N/A
721,Top Christmas Hits (The Best Carols Of The World),Christmas At Our House,20101115,2010,N/A
722,The One,Love Love Love,20110830,2011,N/A
723,Dear Bride,Dear Bride,20160224,2016,"아이스루 히토오 소노테데
귯토 다키시메 나가라
이키테 유쿠토 키메타
키미에 혼토니 코코로카라
오메데토
이키가 츠마루 호도니
우츠쿠시 쿠시로이 텐시
보쿠노 테오니깃 테호시이케도
소노 토나리니와호카노 히토
스키나 히토가 데키타토
미타 코토나이 카오데 와랏타
키노오노 코토미타이니
이마모 오보에테이루요
세카이이 치키레이다
토키가 스로니 나가레테쿠
마바타키와 이마다케
스코시 가만시요
아이스루 히비오 코노메데
즛토 미테키타케레도
카케가에나이 히비오
무네오 핫테 유우요
키미와 혼토니 우츠쿠시이
다레요리모 스테키다요
아이스루 히토오 소노테데
귯토 다키시메 나가라
소노테오 하나스노요
이키테 유쿠토 키메타 키미에
혼토니 코코로카라 오메데토
I always said you were my first love
but you probably go around saying
he's your first love
my love for you is like your
wedding bouquet
thrown away yet I still
congratulate
하지메테 미타나키가오
시아와세노 나미다데 요캇타
도은나 호우세키요리모
스고쿠 카가야이테루요
아우타비니 카왓테쿠
키미오 미루노가 스키닷타
타마니 쇼죠니나루
키미모 스키닷타
아이스루 이미오 미츠케테
잇포 후미다스세나카
히카리가 사시테루요
호소이 카타니시로이 하네가
보쿠니와미에루요
쥰파쿠 소노 하네가
아이스루 히토오미츠메테
솟토 우나즈키 나가라
호호에무 요코가오오
토와오 치카이 키스오 카와스
텐시니 코코로카라 오메데토
I wish you well I truly do
Cause as long as you are happy
I am too and just like
Bruno Mars said
I hope he does all things I should
have done for you when
I was your man
take you out to dine hug you tight
make sure that you smile bright
like you always did from eye to eye
but if he doesn't
hey just remember my
heart's always open for
you my dear bride
카미사마 도우카 후타리오
즛토 마못테 쿠다사이
야메루토키모 스코야카데모
요리소이 아에루요니
아이스루 히토오소노테데
귯토 다키시메 나가라
소노테오 하나스노요
이키테 유쿠토 키메타 키미에
혼토니 코코로카라
오메데토
Since you're gonna go you
gotta promise me
you're gonna live the rest
of your life happily
혼토니 코코로카라 오메데토
It's true I hated that guy
standing next to you
but your smile made me
realize how big a fool
I was but now I see if I want
you to live happily
I gotta let you be
이키가 츠마루호도니
우츠쿠시 쿠시로이텐시
모키미노 테오니기레나이
타다 시아와세니"
724,See You Next Tuesday,Nu Nu (Yeah Yeah) (Double J & Haze Remix),20070515,2007,N/A
725,슈만과 브람스의 클래식 피아노 작품집,Brahms : 7 Fantasies No.6 In E Major Op.116 - Intermezzo. Andantino Teneramente (브람스 : 7개의 환상곡 6번 마장조 작품번호 116 - 간주곡),20150311,2015,N/A
726,연서戀書,Love Song (feat. 효경),20191110,2019,"자꾸 보고 싶어
온종일 널 안고 싶어
넘치는 내 마음을
너에게 보여주고 싶어
편한 네 잠옷 차림에
가볍게 바른 립스틱
자다 깨 헝클어진 머릿결까지
창피해 푹 숙인 고개
짜증 섞인 너의 애교도
내 눈엔 누구보다 아름다운걸
너와 함께하는 이 순간이
멈췄음 좋겠어
I always thinking about u everyday
난 너와 항상 함께하고파
온종일 널 기다리며
보내는 나의 하루는
매 순간 심장이 두근대
신경 써 화장을 할지
편한 모습을 보일지
아직은 잘 모르겠는걸
편한 내 잠옷 차림을
보면서 예쁘다는 너
정말로 예뻐 보이긴 하는 건지
창피해 고갤 숙이며
괜스레 투정 부려도
말없이 안아주는 네가 너무 좋은걸
너와 함께하는 이 순간이
멈췄음 좋겠어
I always thinking about u everyday
난 너와 항상 함께하고파
마주 본 눈빛 속에 피어난
우리의 사랑이
I always thinking about u everyday
영원토록 변치 않기를"
727,잠잘 때 듣는 감성 클래식 피아노 베스트,트로이메라이,20180426,2018,N/A
728,엄마와 아빠가 함께 듣는 즐거운 태교 클래식 음악,Mozart : Violin Concerto No.3 In G Major K.216 - III. Rondeau. Allegro (모차르트 : 바이올린 협주곡 3번 사장조 - 3악장),20150209,2015,N/A
729,From,프롬 (From),20150930,2015,"왜 아직도 넌 작은 방안에 숨어 있어
내 맘 아프게
넌 그렇게 또
아무렇지도 않게 웃고있지
서로가 너무 달라서
모든 건 무너지겠지
이해할 수는 없지만 노력할게
서로가 너무 달라서
모든 건 무너지겠지
이해할 수는 없지만 노력할게
I can't you see
잠이 든 건지 듣기 싫은지 모르겠어
I can't you see
잠이 든 건지 듣기 싫은지 모르겠어 난
왜 모든 것은
나의 아픈 생각들이 되는지 모르겠어
보이는 것들
아무 의미도 없이 스쳐가지
서로가 너무 달라서
모든 건 무너지겠지
이해할 수는 없지만 노력 할게
서로가 너무 달라서
모든 건 무너지겠지
이해할 수는 없지만 노력 할게
I can't you see
잠이 든 건지 듣기 싫은지 모르겠어
I can't you see
잠이 든 건지 듣기 싫은지 모르겠어 난
서로가 너무 달라서
모든 건 무너지겠지
이해할 수는 없지만 노력 할게"
730,君の名は。(너의 이름은. / your name.),憧れカフェ / Cafe at last,20161007,2016,N/A
731,100 Love Songs Vol.1,I Will Always Love You,20070119,2007,N/A
732,My Bae,My Bae (Feat. Jeremih),20140330,2014,"Swing my way
Let me take you somewhere that I'm headed, baby
You can play
Treat you like my hustle, you know I'll be on that all day
I'm on the block serving yay to make it straight
You my bae
You my bae
You my bae
Ambitious, I am vicious
If you watching arms in the party you can't miss us
Watch this galore, ladies watch us for sure
Top of the floor, vodka bottles to pour
Rock with your boy, we can sail out to Malibu
Her swag powerful, Channel flower, you
Goddamn, who be styling you
Like I wish I was you, tell 'em to look our view
I love the flow, it's a Harlem thing
I blow trial, they watch the court, no college game
I done did keys, that's not a thing
I run these MCs like all these queens
When the air thinner, you found me
Can tell you don't travel, you need a trip out the county
If I'm that nigga then crown me
This ain't like I have a problem having women around me
Swing my way
Let me take you somewhere that I'm headed, baby
You can play
Treat you like my hustle, you know I'll be on that all day
I'm on the block serving yay to make it straight
You my bae
You my bae
You my bae
On the boardwalk, I'm feeling like
Lot of women I ran through
If I want a click that's something I make his man do
Balls talk since day one
Used to play the block with a rock J
Was too young hoping my day come
Now I'm pulling up with the baddest
So bad that she made the moment a classic
So sad that she killing them in them classic
We call them throwaways but baby
Swing my way
Let me take you somewhere that I'm headed, baby
You can play
Treat you like my hustle, you know I'll be on that all day
I'm on the block serving yay to make it straight
You my bae
You my bae
You my bae
Tuxedoes and bowties
Black tie affair, yeah, we so fly
No matter where we go by
What you wanna wear, we can go by
You want hustler Put your hands up
Ladies, I'm loving you, won't you stand up
We taking over like and what
This the taking over, you man up
Swing my way
Let me take you somewhere that I'm headed, baby
You can play
Treat you like my hustle, you know I'll be on that all day
I'm on the block serving yay to make it straight
You my bae
You my bae
You my bae
Let me take you somewhere that I'm headed, baby
You can play
Treat you like my hustle, you know I'll be on that all day
I'm on the block serving yay to make it straight
You my bae
You my bae"
733,Supreme Clientele,Malcolm,20000208,2000,"[Ghostface]
Ayo
I'm like Malcolm out the window with the joint
Hoodied up blood in my eye , a lead to fly
Like fuck it (2 gunshots) , look how these niggas duck shit
One kid hollerin what lookin up , he the big wig
Fake ass cat , low life , sodomize mind
Beatin niggas , big bricks of bread sellin mad dimes
His feet hurt , networkin he get no work
Yo smack him where his hand hurt , fuck what he worth
Yo he sucked his thumb smooth for the kid laced with the big guns
Stain to my Baltimore niggas that he on the run
Plus he ill in the drums , heartburn for life , calcium man
Watch him grab the Tums , he's a front
Pigeon totalist sister with the fat ass
Show hash behind up the block plus he smashed her
Big Bub did him somethin deadly , act premedidtated
Buck 60 strike was the medley
Nice like Van Halen , seen him at the tunnel with his skin peelin
Did two days thought he was jailin
You get close , look at his hands
That's the same kid that cut his wrists , talkin bout the cuffs did it
He ran away , frontin majorly , eyes like Sammy Davis jr.
Rounded off with a fade g , he sport the Bob Hope classics
Ran down Asics , Kmart , the short sleeve shit be the basics
He eat hams shitted on himself twice , big hatted Jews
Rushed the nigga out in Crown Heights

CHORUS:
Yo let me tell you how the game go
We gettin rid of all the prostitutes
Tony wants the streets back fo sho
Too many hustlers , too many thieves
We're fuckin up who's willin to fight and teach the c's
Too much TV , guns and robberies
Lust and greed and hate the 4 devils jealousy

[Ghostface]
Yo I champunch Mase in his face over some bullshit
The other night they kidnapped his brother pokin it with knives
It's rainin , 85 degrees kinda muggy
One of the nights they thrown in his face it's real ugly
Yo we up in Jonesy's posin , all these niggas know me
)From fuckin wit , under theses niggas heavy parolees
Yo we played the speaker
And from a distance we could see these chains
The P slayed , flat on his chest , was two plains
Ashy hands yo , no need for rings at all
He just cracked the V8 backed up , leaned against the wall
Lookin flower , he just came home , he on like a fuck
Did a dime for holdin up the gods up in the armored truck
Ten years later son 280 on the weight tip
He throwin up six plates plus he studied Matrix
He's a wally horse shout it out sweatin through his valor
Cock-eyed nigga back up his neck he had shores
Sammy eagerly rode up on him , taxi off the turkey with the joint
On him
Flower look his man stood up before him
The bitches hit the table , Jah king stripped off his cables
Shots went off , Sam'll get a chance to make his debut
Flower grabbed Tiff his man with the sideburns , hat fell off
We nerd his wigworms , he hid behind Rich
See Allah hit the light switch , young girls were trampled
In the measured pool , pistol with Mase , and broke the handle
Desperate crawlin to the door on all fours
Shim kicked the jukebox the theme song rode in was ""It's Yours""
Oh my goodness , Ba grabbed the Mo bottle thrashin
He layin like a gay models shoutin out Sebastian
He smiled with his teeth missin begging for mercy
No more god , the 68 thousand down a pair of three
Out came the cannon , whistled out zaggin
Cham snatched his flag four big rocks enter the dragon
It's over , another story told
Lyin with the snakes , tongue kissin cobras

CHORUS"
734,썸머 로맨스 (Summer Romance),썸머 로맨스 (Summer Romance) (Feat. 황선화),20140807,2014,"춤추는 파도 너와 난 바람을 타고
저기 태양 아래 뜨거운
summer romance
지루한 일상속 어깬 축쳐지고
위로가 필요한 이순간 핫한 Summer
뜨거운 태양 아래
다시 태어나 새롭게
시원한 바람을 가르고
해변의 Romance를 꿈꾸고
기다린 나의 여름은
열기로 가득한 Club
좀더 달아올라
Let's make it hot player
저기봐 아리따운 그녀의
예쁜 눈이 마주친 순간
tap tap tap step
완벽한 S line 거친숨 소리
사방에 들려오는 늑대들 울음소리
난 좀더 속도를 높여 과속해
몰라 딱지떼 단둘이 어때
여기 너와 난 dreamer
Let's get it hot summer
춤추는 파도 너와난 바람을타고
저기 태양 아래 뜨거운
Summer romance
Everybody say Hot hot hot summer
romance
Come on baby girl
끌리는 너에게
Hot hot hot summer romance
Say ho ho
우린 노래해
눈을떠 아침부터 헐레벌떡
정신없이 오늘도
전쟁같은 하룰 버텨
시간은 쫓겨 하루종일 땀은 쭉쭉
Oh no 자 떠나보자
어디든지 So cool
뜨거운 Sunshine
기다려 paradise
그래너무 아까운
나의 청춘 Highlihgt
빠질수없는 하나 빨간스포츠카
시동소리 진동에 상승하는 RPM
바람소리 shout 진정이안돼 wow
뭐든 출발이 첫 경험같은
떨림 설레는 기쁨
좌우로 밑으로
어디든지 기다리고 있을
hot summer
놀 준비됬어 Okay lets go
춤추는 파도 너와 난 바람을타고
저기 태양 아래 뜨거운
Summer romance
Everybody say Hot hot hot summer
romance
Come on baby girl
끌리는 너에게
Hot hot hot summer romance
Say ho ho
우린 노래해
우 붉게물든 저녁노을
푸른빛깔 속에 비친 우리둘
바람에 취해서 너에게 취해서
우리둘만의 Summer romance
항상 내 가슴 속 넘치는파도
푸른빛 무대 위 너와 춤추고
적당한 알콜 음악에 맡긴 내몸
가까이 내옆에 이순간 True romance
춤추는 파도 너와난 바람을타고
저기 태양 아래 뜨거운
Summer romance
Everybody say Hot hot hot summer
romance
Come on baby girl
끌리는 너에게
Hot hot hot summer romance
Say ho ho
우린 노래해"
735,Back To Me - EP,Twisted (Feat. B.Wash) (Main),20150210,2015,N/A
736,Counting Down The Days,Starting Today,20050419,2005,"Starting today
I'm not going to waste
another moment
Even if I
Had the chance before
I would have blown it
But you took me by surprise
And you caught me just in time
Everyday
You give me reason
not to walk away
I stop believing that
the world's gone crazy
And if it is you'll save me
starting today
I'm not going to worry
about tomorrow
I'll wash away
all this fear that's left me
feeling hollow
cause you make me want to try
And you caught me just in time
Everyday
You give me reason
not to walk away
I'll stop believing
I should burn like crazy
Cos if I did you chase me
Anyway
I should have told you
So many times
That I shyed away
Somehow you always seem to
Be there making it easy
And you give me reason to stay
Everyday Everyday Everyday
Oh everyday
I'll stop believing
that I should burn like crazy
Cos if I did you chase me
Anyway
You give me reason
not to walk away
I stop believing that
the world's gone crazy
And if it is you'll save me
Starting today
I'm not going to waste
another moment"
737,인턴 (The Intern) OST,Ben And Fiona,20150918,2015,N/A
738,Music Box Vol. 35,Don`t Stop (Original Mix),20150409,2015,N/A
739,Find You (NCS),Find You (NCS),20190927,2019,"Wishing that I could go away with you
Impressing my feel
just pull me away pull me away
Secret fantasy to me and you
A way how
they ever see the light of day
light of day
I don't know where you are
But I will find you
I will find you
So if we are out there
just tryin' till the edge
And falling in to me
to see where It's could end
We gonna ride and
leave this world behind
Can you hear me
Do you feel me
I don't know where you are
But I will find you
I will find you
I don't know where you are
But I will find you
I will find you
Wishing that I could
go away with you
Impressing my feer
just pull me away pull me away
Secret fantasy to me and you
A way how they ever
see the light of day light of day"
740,Secret Of The Shine (웹툰 - 나를 사랑한 아이돌 O.S.T.),Secret Of The Shine,20150205,2015,N/A
741,Never Take Friendship Personal,Time & Confusion,20050201,2005,N/A
742,Albinoni : Concertos Op.9 No.1-12,"Albinoni : Concerto A 5 For 2 Oboes, Strings, And Continuo In D Minor Op.9-2 - III. Allegro ",19990909,1999,N/A
743,Dirty Donald EP,Dirty Donald,20131216,2013,N/A
744,2003 Summer Vacation In SMTown.Com,Dear My Friend..,20030623,2003,"음 저기 아깐내가 미안했어
나만 생각했었나봐
날 이해해줄래
우린 친구잖아

오 서로 느낀 우리 사랑을
서로 아는 우리 믿음을
의지하며 서롤 위해
우리 얘길 펼쳐가 What
매일 똑같이 반복되는
시간들속에 너와 나
늘 함께 했지
그런 너에게 가끔씩은
짜증도 냈어
하지만 그건 잠시 뿐인걸
한번쯤 니가 곁에 없는
상상을 해보곤 하지
그럴 때마다 초라해지는
내 모습이 떠오르곤 했어
너무 고마워 사랑해 친구야
어른들은 우리를 보며 말하지
그때 그 시절로 가고 싶다고
지금 이 순간 다신 오질 않아
후회 없을 만큼 다 해보는 거야
우리의 추억
소중한 우정까지
모두 깊이 간직하게
때로는 싸우기도 많이 했었지만
사실은 내 맘 그게 아냐
I'm so sorry
이제는 알 것 같아
너의 소중함 잊지는 않을께
never forget my friend
때로는 힘들때도 많이 있었지만
내 곁엔 항상 니가 있어
I'm so happy
I wanna tell you
너에게만 말할거야
I will love you
always be my friend
내가 아는 너의 모습
나를 지켜주는 나무 같은
든든한 나의 버팀목이 되어줬지
미안 내가 잘못했어
서로 알면서도 미안함에
말하지 못한 내모습을 이해해줘
그래 서로 다퉈
토라져도 다시 나를 잡아줘
나를 안아줘 my friend Uh
나 약속할게 세상 모두 끝난 대도
나는 너를 놓지않아

오 서로 느낀 우리 사랑을
서로 아는 우리 믿음을
의지하면 서롤 위해
너무 고마워 사랑해 친구야
어른들은 우리를 보며 말하지
그때 그 시절로 가고 싶다고
지금 이 순간 다신 오질 않아
후회 없을 만큼 다 해보는 거야
우리의 추억
소중한 우정까지
모두 깊이 간직하게
때로는 싸우기도 많이 했었지만
사실은 내 맘 그게 아냐
I'm so sorry
이제는 알 것 같아
너의 소중함 잊지는 않을께
never forget my friend
때로는 힘들때도 많이 있었지만
내 곁엔 항상 니가 있어
I'm so happy
I wanna tell you
너에게만 말할거야
I will love you
always be my friend"
745,Flavours,Flavours (Original Mix),20180610,2018,N/A
746,Wake Me Up At 16:05,Kokain,20101015,2010,N/A
