id,album_name,song_name,issue_date,year,lyrics
611,Be Natural,Be Natural (Orginal Edit),20170906,2017,N/A
612,아름답고 달콤한 인기동요 베스트,내가 제일 좋아하는 말,20160714,2016,"몇천 번을 불러도 더 부르고 싶은 말

내가 제일 좋아하는 그런 말이 하나 있죠

어머니를 부를 때마다 다가선 어머니 얼굴

나에게 사랑으로 가르치시네

몇천 번을 불러도 더 부르고 싶은 말

내가 제일 좋아하는 어머니 내 어머니

(반복)"
613,Nocturnal (Japan Deluxe Edition),Nothing Compares To You,20120111,2012,"Baby wait a minute
Took one look and I knew
Nothing in this
world compares to you
a moment
even a second is all I
Need for us to fall in love
if we can just fall in love
Let me tell you
no other would compete
Miss Universe doesn't deserve
to be up in your league
No one truly knows
what beautiful really means
when it's more then a miracle
just seeing you in my dreams
We both know that
you don't need to boast no need
to stand out like high notes
when you keep it low key come on
Something I gotta' let you know
baby you're just so beautiful
So amazing so amazing
yeah you are
What I've been looking for
Never seen a star
so bright like this before
and I've been searching baby
Trust in me when I say
that from here on out
'till always
Girl in this world
there's nothing
I just want a glimpse of your
loving tonight
Oh Oh Oh Oh Oh Oh
Nothing compares to you
Oh Oh Oh Oh Oh Oh
Nothing compares to you
Oh Oh Oh Oh Oh Oh
Nothing compares to you
Oh Oh Oh Oh Oh Oh
Nothing compares to you
Baby you know I mean it
when I say you and me there's
something special
here that feels so right
I can't deny that
you're my
Baby my one and only
that makes me
Wish that I was so in love
if we can just fall in love
Nothing compares to my baby
the truth without the maybes
your smile with
your style so wild
it makes me crazy
a dose of you daily
is all it needs to make me
I'll put my life on the line
if that's where it takes me
Sun moon and stars girl
you're the brightest flyest
and Heaven looks up to
where the Sky is
Something I gotta' let you know
Baby you're just so beautiful
So amazing so amazing
yeah you are
What I've been looking for
Never seen a star
so bright like this before
and I've been searching baby
Trust in me when I say
that from here on out
'till always
Girl in this world
there's nothing
I just want a
glimpse of your loving tonight
Oh Oh Oh Oh Oh Oh
Nothing compares to you
Oh Oh Oh Oh Oh Oh
Nothing compares to you
Oh Oh Oh Oh Oh Oh
Nothing compares to you
Oh Oh Oh Oh Oh Oh
Nothing compares to you
Perfection just can't compare
from your feet to your hair
from the way you stare
Baby girl there's
nothing nothing nothing nothing
I can sit back here
and think for the
rest of my years but i
t's oh so clear
that there is
nothing nothing nothing nothing
Nothing compares to you
So amazing so amazing
yeah you are
What I've been looking for
Never seen a star
so bright like this before
and I've been searching baby
Trust in me when I say
that from here on out
'till always
Girl in this world
there's nothing
I just want a glimpse of your
loving tonight
Oh Oh Oh Oh Oh Oh
Nothing compares to you
Oh Oh Oh Oh Oh Oh
Nothing compares to you
Oh Oh Oh Oh Oh Oh
Nothing compares to you
Oh Oh Oh Oh Oh Oh
Nothing compares to you"
614,Debut Collection,알아주세요,20041231,2004,"1
알아주세요 알아주세요 세상 어디에도 나 같은 사람 없다는걸
알아주세요 알아주세요 그대 아니라면 내게 사랑도 없다는 걸
꼭 꼭 숨겨놓고 당신만 보세요 내맘을 드릴테니까

이사람 저사람 알면 훔쳐갈지 몰라요 우리사랑 너무 달콤하니까
우리사랑 너무 뜨거우니까

부탁하고 싶어요 부디 믿고 싶어요
부탁하고 싶어요 부디 믿고 싶어요

알아주세요 알아주세요
알아주세요 알아주세요


2
알아주세요 알아주세요 세상 어디에도 나 같은 사람 없다는 걸
알아주세요 알아주세요 그대 아니라면 내게 사랑도 없다는 걸
꼭 꼭 숨겨놓고 당신만 보세요 내맘을 드릴테니까

이사람 저사람 알면 훔쳐갈지 몰라요 우리사랑 너무 달콤하니까
우리사랑 너무 뜨거우니까

부탁하고 싶어요 부디 믿고 싶어요
부탁하고 싶어요 부디 믿고 싶어요

알아주세요 알아주세요
알아주세요 알아주세요"
615,Back To The Gospel 다시 복음으로,다시 복음으로,20150812,2015,"가난한 사람 연약한 사람

눈물 마르지 않는 사람

예수님이 필요한 사람

여기 있나요

실패한 사람 두려운 사람

꿈도 소망도 없는 사람

예수님이 필요한 사람

여기 있나요

예수께로 오세요

예수께로 오세요

당신의 마음 주가 알고 계세요

예수께로 오세요

예수께로 오세요

내 아버지 되신 예수께로 오세요"
616,Special Remake 2.5,그날,20060405,2006,"언덕위에 손잡고 거닐던 길목도 아스라히
멀어져간 소중했던 옛생각을 돌이켜 그려보네
나래치는 가슴이 서러워 아파와 한숨지며
그려보는 그 사람을 기억하나요 지금 잠시라도
달의 미소를 보면서 내 너의 두 손을 잡고
두나 별들의 눈물을 보았지 고요한 세상을
우 우 우 우 우 우 우 우
한아름에 꽃처럼 보여지며 던진 내 사랑에
웃음지며 남의 소식 전한 마음 한없이 보내본다

달의 미소를 보면서 내 너의 두 손을 잡고
두나 별들의 눈물을 보았지 고요한 세상을
우 우 우 우 우 우 우 우
한아름에 꽃처럼 보여지며 던진 내 사랑에
웃음지며 남의 소식 전한 마음 한없이 보내본다"
617,Mexico,Sway,20150925,2015,N/A
618,Thirty People Away,True Believers,20101111,2010,N/A
619,Uplifting Only Top 15: September 2016,Magic Moments (Original Mix),20170201,2017,N/A
620,Bring `Em In,Cheaper To Keep Her/Blues In The Night,20050927,2005,N/A
621,언제나 좋은 아침,비제: `아를의 여인` 모음곡 제2번 - 미뉴엣,20071128,2007,N/A
622,Axe Battler,Marching Phalanxes,20140401,2014,N/A
623,마침표,.,20190713,2019,"이제 우리 마침표를 찍을 차례야
그래야 되는 건 네가 제일 잘 알잖아
쉼표 대신 점이 찍혀야 될 자리야
어차피 이 책의 마지막 페이지를 봤잖아

삐끗하면 비극 되는 건 다 한순간이야
사랑과 사람 그사이 우린 중간이야
그러니 하지 말자
느리더라도 박자
맞추어 그냥 각자
원래 가려던 길 가자

I’m your Mr. Sunshine
어찌나 똑 비슷한 결말
걱정 마 그냥 딱 점만
찍고 가면 돼
내가 나빠지면 돼 하니,

받지 말아 줄래
눈 감아 줄래
혹시 네 생각이 나서 내가 전활 걸어도
읽지 말아 줄래
눈 감아 줄래
혹시 내가 가사에 네 이야기를 적어도

Have a good night baby
Have a good night
혹시 내가 널 잡아도
가라 Good bye

Have a good night baby
Have a good night
죽을 만큼 슬퍼도
살아가라 Good bye

죽을 만큼 슬퍼도
이제 지워야 돼 네 번호
살아가라 우주로
난 네 안에 있어 지구로
너무 멀지도 않고
너무 가깝지도 않게
계속 네 주위만을 돌고
또 돌다 수명이 다할 때쯤
내 진심이 빛을 발할 때
너처럼 아름답고 뜨겁게
타오를게
그때 네가 빛을 본다면
내 생각 한번 해준다면
난 그걸로 됐어
그때 우리가 했던 약속들
이젠 깨도 될 것 같아
끝까지 느끼한 내 말투
넌 영원해 여전히 예뻐

I’m your Mr. Sunshine
어찌나 똑 비슷한 결말
걱정 마 그냥 딱 점만
찍고 가면 돼
내가 나빠지면 돼 하니,

받지 말아 줄래
눈 감아 줄래
혹시 네 생각이 나서 내가 전활 걸어도
읽지 말아 줄래
눈 감아 줄래
혹시 내가 가사에 네 이야기를 적어도

Have a good night baby
Have a good night
혹시 내가 널 잡아도
가라 Good bye

Have a good night baby
Have a good night
죽을 만큼 슬퍼도
살아가라 Good bye

내가 왜 마침표를 찍어야 해
나는 너를 보내기가 싫은데
왜 넌 날 또 흔들어 대체
이미 Checkmate game set
Yeah 왜 자리를 떠
나는 엔딩크레딧까지
다 보고 갈 거니까 Sit down
이 영화를 다 다시 찍어서라도
웃게 만들 거야 이 결말
그전까진 Good night"
624,Home (Deluxe Edition),Spoons (Feat. MNEK & Syron),20130429,2013,N/A
625,HORENSWERT Vol. 7,And Forever (Feat. Thomas Gandey),20151001,2015,N/A
626,Where We Come From,Waiting So Long,20140610,2014,"Three forty-five a.m
Overnight the communities
population has gone
from approximately 9,000
to 16,000
I'm sure barely any
of us have slept tonight
We're hopeful
that our visitors will be back
in the air come morning
I woke up from this dream
which I can't quite remember
But there was this music in it
that I'd heard somewhere before
I woke up from a dream
that we were stuck
in some backwater Canadian town
and that my air mattress deflated
I woke up to the smell
of freshly baked bread
Four a.m in Newfoundland
is breakfast time in Germany
and we got a lot of passengers
here from Frankfurt
so breakfast starts at four a.m
and we start scrambling eggs
Poached eggs
scrambled eggs omelettes
Fried baloney
Something called toutons
I saw a casserole dish
I don't think I could lift
They made enough food
to feed 7,000 people
It's like they never slept
There's this one man
from the Middle East
Well we don't really know
hasn't said a word to a soul
and some of the other passengers
seem a bit wary of him
so it's a little odd
to find him poking
around the kitchen
Oh hello
Hello can I help you
with something
I would like to be of assistance
with the food
Oh no that's not necessary
Really you go out there
and sit down
I've been going all night
but I can't stop
None of us can
I splash some cold water
on my face
and just keep going
We've got 7,000 scared
and angry people
who don't want to be here
And they're about to wake up
In a crowded room
Filled with strangers sleeping
An airplane blanket
And pillow on the floor
The sun comes streamin'
Through the window
And I can't sleep anymore
Staring at these strangers
Waking up around me
Sitting in a crowd of people
Waiting for the phone
And in a town
that suddenly doubled population
I feel so alone
It's like any of us
could have died on Tuesday
And that we're dared
to see things differently today
I'm feeling different
Just seems
Strange
Who are these people here
Where am I
No one knows me here
Who am I if I don't feel
like the me from yesterday
I wake up in a crowded room full
of people sleeping on the floor
And I see Diane and ask
are we leaving
Any time now
Is your hair different
I mean you look good I like it
Ah thank you
No shampoo for three days
They start handing out clothes
to anyone who needs them
I haven't changed my clothes
in thirty-nine hours
I wanted to burn my socks
Kevin puts on this plaid thing
He says he's incognito
and that he's going to blend
in with the natives
but he just looks
like a gay lumberjack
Changing into another woman's
donated set of clothes
Looking different
Feeling kinda different too
I can't quite explain
But when I woke
When David wasn't on that plane
It's like I changed
into somebody else but who
And it's somehow like
we're at a costume party
And for a second
you are not yourself
You are not yourself
And you look around
And blink your eyes
And barely even recognize
The person in the mirror
who's turned into someone else
Hey little sister yeah still here
where they eat rainbows
for breakfast
Are you taking care of mom
No I just wish I was home
No not L A Brooklyn
Shut up you're such a brat
No I just needed
to hear your voice
Excuse me are you Hannah
Yeah that's me
My name's Beulah
Someone told me
your son's a firefighter
Yeah mine is too
here in town
And I know Gander's not New York
but is there anything I can do
No I just need to hear
from my son
I understand
Prayin' for a phone call
Praying for a way home
Asking questions
Asking can I get back
on that god-forsaken plane
And all around me people chat
And people snack
Like nothing's happened
And I need to hear
we're going back
before I go insane
Good morning I'm Captain Bass
I've just heard
from the airline Now
I know this is gonna be
hard to hear
but the American airspace
remains closed
I can't tell you how long
we'll be on the ground
but we are gonna be here
for some time
Here for some time
Here for some time
Here for too long
Here for how long
When will we know
When will we know
How much longer
Beulah wait
Can you help me
find a Catholic church
I can't sit here
I need to get some air
Let's go see where we are
The sun's out it'll do you good
Seriously You know what
Go get lost in the woods
I'm gonna be ready
when we leave
And it's somehow like
we're stuck here
at a messed up costume party
And there's nothing
here for millions
Far away from those you care for
On an isolated island in between
There and here There and here"
627,Beautiful Bossa Nova Part.5,Minha Saudade,20160504,2016,N/A
628,"I Hate U, I Love U (Feat. Olivia O`brien) (Deepend Remix)","I Hate U, I Love U (Feat. Olivia O`brien) (Deepend Remix)",20160722,2016,N/A
629,가을을 꿈꾸는 아이,가을을 꿈꾸는 아이,20150827,2015,N/A
630,Some Promise,Some Promise,20180316,2018,N/A
631,"Beau Soir - Violin Works by Faure, Franck & Debussy",Faure : Sonata For Violin And Piano No.1 In A Major Op.13 - IV. Allegro Quasi Presto (포레 : 바이올린과 피아노를 위한 소나타 1번 가장조 작품번호 13 - 4악장),20180525,2018,N/A
632,내 이름은 김삼순 OST,봉봉 오 쇼콜라 III,20050615,2005,N/A
633,Ballad Of The Fallen,La Pasionaria,19831001,1983,N/A
634,Blame,Blame,20180105,2018,N/A
635,The Essential John Carpenter Film Music Collection (서스펜스와 호러 영화의 대부 존 카펜터의 영화음악 모음집),Prince Of Darkness (프린스 오브 다크니스) - Prince Of Darkness,20141030,2014,N/A
636,Life In Cartoon Motion (UK eDeluxe Album),My Interpretation,20080116,2008,"You talk about life
you talk about death
and everything in between
like it's nothing
and the words are easy
you talk about me
and talk about you
and everything i do
like it something
that needs repeated
i don't need an alibi
or for you to realise
the things we left unsaid
are only taking
space up in our head
make it my fault win the game
point the finger
place the blame
it does me up and down
it doesn't matter now
cause i don't care
if i ever talk to you again
this is not about emotion
i don't need a reason
not to care what you say
or what happened in the end
this is my interpretaion
and it don't don't make sense

the first to wish
to count to ten
i hold my breath and
wonder when it l happen
does it really matter
if half of what
you said is true
and half of what i didn't do
could be different
would it make it better
if we forget
the things we know
would we have somewhere to go
the only way is down
i can see that now
cause i don't care
if i ever talk to you again
this is not about emotion
i don't need a reason
not to care what you say
or what happened in the end
this is my interpretaion
and it don't don't make sense

it's really not
such a sacrifice
if i ever talk to you again
this is not about emotion
i don't need a reason
not to care what you say
or what happened in the end
this is my interpretaion
and it don't don't make sense
and it don't have to make no
sense to you at all
cause this is my interpretation
Yeah yeah yeah"
637,오늘의 탐정 OST Part.1,너에게,20180905,2018,"오 그대 날 바라보고 있나요
오직 그대만이 날 볼 수 있어요
그래서 더 그댈 그리워해요
그대의 목소리도 그대의 향기도
쓸쓸해진 밤에 슬퍼하는 내게
어느새 다가와
나에게 말없이 안아줄 사람이
그대란 걸
순간적으로 나는 알 수 있었죠
오 그대 날 혼자 두지 말아요
오직 그대만을 원하고 있어요
내일이면 그대 돌아올까요
내 맘이 전해지길 오늘밤 기도해
이 밤은 외로워 나의 곁에 있어 줘
눈 뜨면 두려워 혼자라는 게
이렇게 하고 싶은 말
그댈 너무 사랑해
내게서 떠나지 말아요
침대에 툭 앉아 저 창 밖을 보다
그대를 그려요
지금 꼭 내 앞에
나타나 줄 것만 같은 걸요
꿈이라면 깨지 않아도 좋아요
오 그대 날 바라보고 있나요
오직 그대만이 날 볼 수 있어요
그래서 더 그댈 그리워해요
그대의 목소리도 그대의 향기도
나를 안아줘요 그댈 느낄 수 있게
이대로 영원히 함께 있어 줘
눈 뜨고 싶지 않아요
그대 사라질까 봐
오늘도 난 기다릴게요
내가 슬프지 않게
아프지 않게 그대 항상 곁에 있어요
나의 맘을 보나요 사랑하나요
말해 줘요 그대여"
638,Born To Play Guitar,Born To Play Guitar,20150731,2015,"I was born in Louisiana
And at the age of two
My momma told my papa
Our little boy's got the blues
I grew up real fast
And I've traveled very far
One damn thing's for sure
I was born to play the guitar
I got a reputation
And everybody knows my name
I was born to play the guitar
People, I got blues running through my veins
Women in Chicago
They love me to the bone
But my love for my guitar keep me far away from home
I got a reputation
Oh, everybody knows my name, yeah
I was born to play my guitar
I got the blues running through my veins
I got six strings loaded
On my bad machine
Show me the money
And I'll make this damn thing scream
I'm gonna keep on playing
And on my dying day
A polka dot guitar will be resting on my grave
I got this young reputation
And everybody know my name
Buddy Guy, that is
You know I was born to play this here guitar
I got the blues running through my veins"
639,landmark,tuesday,20170224,2017,"Sometimes they call it a Tuesday
Sometimes they call it the best day of my life
Maybe that was a Friday
Making conversation with a box of wine

Chorus: Jake
Oh, love, I'll only call you when I'm drunk
On Tuesday

Verse 2: Jake
Sometimes I think I'm mundane
Sometimes I think I'm better off like my dad
Maybe that's progressive
Or maybe that's the working class

Chorus: Jake
Oh, love, I'll only call you when I'm drunk
On Tuesday

Verse 3: Jake
My friends say we are the lucky ones
In terms of our relationship
Alcoholic tendencies underneath our fingertips
I think I love you
I think I know you
Or is it only liquor speak
I want to love you
I wanna know you

Chorus/Outro: Jake
Sometimes they call it a Tuesday
Sometimes I think I am doing fine
Sometimes they call it a Tuesday
Sometimes it's the best day of my life
Sometimes it's the best day of my life
Sometimes it's the best day of my life
Sometimes it's the best day of my life
Sometimes it's the best day of my life
Sometimes it's the best day of my life
Sometimes it's the best day of my life
Sometimes it's the best day of my life
Sometimes it's the best day of my life"
640,El Toro,El Toro,20190107,2019,N/A
641,부모님들이 특히 좋아하는 올드팝 명곡 베스트 3집 : 세시봉과 7080 세대의 그때 그 시절 (Everlasting Old Pops Best Vol.3),Ain`t No Sunshine / Al Jarreau,20160316,2016,"Ain't no sunshine when she's gone
It's not warm when she's away
Ain't no sunshine when she's gone
She's gone much too long
Any time she goes away

Ain't no sunshine when she's gone
Wonder if she's gone to stay
Ain't no sunshine when she's gone
And this house just ain't no home
Anytime she goes away

I know
She's gone to stay
It's breakin' me up
Anytime she goes away
Gotta leave the young thing alone
There ain't no sunshine when she's gone

Ain't no sunshine when she's gone
It's not warm when she's away
Ain't no sunshine when she's gone
And she's gone much too long
Any time she goes away

Ain't no sunshine when she's gone
I wonder if she's gone to stay
There ain't no sunshine when she's gone
And this house just ain't a home
Any time she goes away

I know
She's gone to stay
It's breaking me up
Any time she goes away
Gotta leave the young thing alone
There ain't no sunshine when she's gone

Ain't no sunshine when she's gone
I wonder if she's gone to stay
Ain't no sunshine when she's gone
And this house just ain't no home
Any time she goes away
Any time she goes away"
642,twicetagram,LIKEY,20171030,2017,"설렌다 Me Likey Me Likey Likey
Likey Me Likey Likey Likey
두근두근두근 Heart Heart
Me Likey Me Likey Likey Likey
Me Likey Likey Likey
두근두근두근
자꾸 드러내고 싶지
자꾸만 사소한 것 하나까지 전부다
작은 화면 속에 내가
제일 예뻐 보이고파
아직은 감춰 이런 내 마음 꾹꾹
멋 부린다는 건 정말 귀찮은 거
그렇다고 절대 대충할 수가 없는걸
매일 가슴 뛰게 해
이건 네가 몰라야만 돼
그러면서 뻔뻔하게
BB크림 파파파 립스틱을 맘맘마
카메라에 담아볼까 예쁘게
이거 보면 웃어줘 그리고 꼭 눌러줘
저 밑에 앙증맞고
새빨간 Heart Heart
근데 좋아요란 말은 뻔해
내 맘 표현하기엔 부족한데
근데 좋아요 잠도 못 자도
지각하게 돼도 좋은걸
설렌다 Me Likey Me Likey Likey
Likey Me Likey Likey Likey
두근두근두근 Heart Heart
Me Likey Me Likey Likey Likey
Me Likey Likey Likey
두근두근두근 Heart Heart
숨을 훕 참아 지퍼를 올리게
다시 한번 허리를 훕
으라차차차 다 입었다 Baby
세상엔 예쁜 옷이
너무나도 많고 많아
BB크림 파파파 립스틱을 맘맘마
카메라에 담아볼까 예쁘게
이거 보면 웃어줘 그리고 꼭 눌러줘
저 밑에 앙증맞고
새빨간 Heart Heart
근데 좋아요란 말은 뻔해
내 맘 표현하기엔 부족한데
근데 좋아요 잠도 못 자도
지각하게 돼도 좋은걸
그저 바라보고 있지
아무 말도 할 수 없지
조금만 더 다가와요 내 맘 알아줘요
더 이상 감추고만 싶지 않아
오늘따라 기분이 꿀꿀해
안 그런척해 봐도 슬프냬
아무 반응 없는 너 땜에 삐졌는데
눈치 없이 친구들이
나오라고 부르네
Oh 잠깐만 잠깐만
연락이 이제야 오는걸 Woo
하루종일 기분이 왔다 갔다
울다가도 다시 신나서 춤추네
설렌다 Me Likey Me Likey Likey
Likey Me Likey Likey Likey
두근두근두근 Heart Heart
Me Likey Me Likey Likey Likey
Me Likey Likey Likey
두근두근두근 Heart Heart"
643,"늦은, 밤 (SLEEPER OST)","늦은, 밤",20150721,2015,"늦은 밤 돌아오는 길
지치도록 아름다운 밤결
그대가 기억에 떠올라
어쩔 수 없이 그리워해요
그 때 난 알 수가 없었죠
사랑은 이해라는 그 말
어렸던 나에게 주었었던 건
내가 알 수도 없을 만큼
커다란 마음이었군요
고마워요
고단한 사랑이었죠
다 알아요 내가 그랬죠
이제와 이 하늘에 바라죠
당연한 그만큼 꼭 행복하길
사랑도 친절한 마음도
뜻 없는 상처를 남기죠
하지만 그 곁에 머물던 나는
그저 온전히 나인 채로
따뜻할 수 있었죠
달빛도 참 아름답죠
좋았던 우리 한 때 처럼
그대는 날 기억하나요
그 때의 나를 용서하나요"
644,Forty Years : The Artistry Of Tony Bennett,For Once In My Life,19980521,1998,N/A
