id,artist,song_name,lines,Emotion
156,수잔,잔상,"['어렴풋이 지나가는', '해 질 녘의 잔상처럼', '찰나의 그 순간들이', '나를 물들여가', '물들여가', '수많은 그 밤들에', '부서질 듯 울어대도', '타올랐던 기억은', '좀처럼 나를 놓지 않고', '순간의 잔상이지만', '잊고 싶지 않아', '잊고 싶지 않아', '잃고 싶지 않아', '넌 날 가여워하면서도', '사랑하진 않았어', '불쌍히 여겼지만 날', '사랑하지 않았어', '온 기억들을 엮은 채', '네 것이 아닌 것처럼 날', '우주에 던져놓고', '바라보지 않았어', 'Please hold me', 'Please hold me', 'Please hold me', '가여워하면서도', '사랑하진 않았어 날', '불쌍히 여겼지만 넌', '사랑하지 않았어', '온 기억들을 엮은 채', '네 것이 아닌 것처럼 날', '우주에 던져놓고', '바라보지 않았어', 'Please hold me', 'Please hold me', 'Please hold me']",그리움
175,범준이,우린 달라졌을까,"['지나간 시간들이 날 아프게 하죠', '왜 쉽게 너를 보냈었는지', '우리는 선택지가 참 많았었는데', '그중에서 이별을 택한 거죠', '내가 좀 더 사랑했다면', '안아주고 달래주며', '널 많이 이해해 줬더라면', '내가 먼저 다가갔다면 우린 달라졌을까', '갈 수만 있다면 우린 달라졌을까', '눈 부신 햇살처럼 밝게 웃어주던', '그날의 너를 잊지 못하죠', '좋았던 그 사랑도 지금의 슬픔도', '너로 인해 모두 생긴 거니까', '내가 좀 더 사랑했다면', '안아주고 달래주며', '널 많이 이해해 줬더라면', '내가 먼저 다가갔다면 우린 달라졌을까', '갈 수만 있다면 우린 달라졌을까', '다시 그때의 우리로 돌아가', '너를 혼자서 울게 두지 않을래', '너를 꼭 안아줄래', '이젠 돌아갈 수 없나요 정말', '헤어지면 안 된다고', '네가 없인 하루도 견딜 수가 없다는 걸', '그날의 나에게 말해주고 싶어', '그럴 수만 있다면 우린', '우린 달라졌을까', '정말 달라졌을까']",그리움
168,92914,Starlight,"['I got no time', 'I got nowhere to go', 'Saw you in the clouds', 'Found you', 'Looking at the starlight', 'Found you on the right side', 'All of a sudden', 'There were you', 'There you are', 'There you are', 'There you are', 'There you are', 'I miss the sunshine', 'I can see sunrise', 'Like we out of time', 'The sun goes down', 'The sun goes down', 'The sun goes down', 'Looking at the starlight', 'Found you on the right side', 'All of a sudden', 'There were you', 'There you are', 'There you are', 'There you are', 'There you are', 'I’m coming back to you', 'I’m coming back to you', 'I’m coming back to you', 'I’m coming back to you', 'I’m coming back to you', 'I’m coming back to you', 'The sun goes down', 'The sun goes down', 'The sun goes down', 'The sun goes down']",그리움
482,김나영,그리워하면 그댈 만날까봐,"['멀어져 가던 그대가 또 생각이나요', '사랑이었지만', '찬란했었던 그날의 추억이', '다시 나를 찾아와요', '끝내는 못 잊었죠 그대의 모든걸', '그댈 너무 사랑했었나 봐요', '널 보고싶어서', '소리쳐 불러요', '미련이라 해도 후회하지 않을 거에요', '가슴 시린 나의 얘기 들리나요', '그대 없인 나는 안돼요', '그리워하면 그댈 만날까봐', '아직 여기 기다려요', '두 눈에 맺혀진 눈물이 가득해', '돌아서는 그대도 그랬겠죠', '널 보고싶어서', '소리쳐 불러요', '미련이라 해도 후회하지 않을 거에요', '가슴 시린 나의 얘기 들리나요', '그대 없인 나는 안돼요', '어디로 가는지', '난 알 수가 없겠지만', '그대가 있다면', '어디라도 가고픈데', '잊지 말아줘요', '나를 잊지마요', '오직 그대만을', '사랑했던 나였으니까', '언젠가는 우리 만날 수 있겠죠', '그때를 기다릴 거에요']",그리움
257,시크릿(Secret),Magic,"['Hey Listen Up', 'Let's Play The Magic Show', '3 2 1 Let's Go', '반짝이는 조명 아래 선 We Are Magic', '강렬한 음악이 흐르면', '빠져버릴 Magic Hole', '소리 높여 따라 불러봐 We Are Magic', '볼수록 더 매력 있게 다가갈게', '당당하게 보여줄 듯 말 듯 비밀스럽게', '알듯 말듯 신비하게 빠져들걸', 'Baby 보면 알걸 왜이래', '1 Step 2 Step 내게 다가와', '말해줄게 나의 비밀을 오 쉿', 'Let's Secret Time', 'Oh My Magic Magic Magic', 'My Magic Magic Magic', '어머어머어머 어머어머어머', '어머어머 하고 놀랄걸', 'Oh My Magic Magic Magic', 'My Magic Magic Magic', '어머어머어머 어머어머어머', '어머어머 하고 놀랄걸', '어머어머 하고 놀랄걸', '어어어어어 어어 Magic', '하 어어어어어 어어어어 Magic', 'Get Up Get Up 모두다', 'Get Up Feel My Music', '이리저리 눈치 보지 마', '네 감정에 솔직해', '리듬에 네 몸을 맡겨봐', 'Feel My Music 흔들흔들 흔들어봐', '자신 있게 흔들어봐', '보여줄 듯 말 듯 비밀스럽게', '알듯 말듯 신비하게 빠져들걸 Baby', '보면 알걸 왜이래', '1 Step 2 Step 내게 다가와', '말해줄게 나의 비밀을 오 쉿', 'Let's Secret Time', 'Oh My Magic Magic Magic', 'My Magic Magic Magic', '어머어머어머 어머어머어머', '어머어머 하고 놀랄걸', 'Oh My Magic Magic Magic', 'My Magic Magic Magic', '어머어머어머 어머어머어머', '어머어머 하고 놀랄걸', '어머어머 하고 놀랄걸', 'Listen Listen Showing It Up', 'You Wanna I Wanna', 'Listen Showing It Up', 'Listen Listen Showing It Up', 'You Wanna I Wanna', 'Listen Showing It Up', 'Feel Ma Magic Like A Music', '신비한 내 주문에 넌 미쳐', '조금씩 조금씩 조금씩 봐봐요', 'I'M A SICK OF THIS MAGIC SHOW', '어머 어머 어머 어서 어서 어서', '감춰진 나의 매력 Now', 'Let's Make A Secret Time', 'Stop Let's Secret Time', 'Oh My Magic Magic Magic', 'My Magic Magic Magic', '어머어머어머 어머어머어머', '어머어머 하고 놀랄걸', 'Oh My Magic Magic Magic', 'My Magic Magic Magic', '어머어머어머 어머어머어머', '어머어머 하고 놀랄걸', 'Oh My Music Magic Music', 'My Music Magic Music', '어머어머어머 어머어머어머', '어머어머 하고 놀랄걸', 'Oh My Music Magic Music', 'My Music Magic Music', '어머어머어머 어머어머어머', '어머어머 하고 놀랄걸', '어머어머 하고 놀랄걸', '어머어머 하고 놀랄걸 쉿']",그리움
16,김도환,잊지 못하는 이유,"['이렇게도', '많이 아플 거라고', '후회할 거라고', '왜 난 알지 못했을까', '익숙했던', '흔한 이별이라', '아무렇지 않을 줄 알았어', '괜찮을 것만 같았어', '잊지 못하는 이유', '널 잊지 못하는 이유', '모자란 내게', '이유 없이도 사랑 주던 너라', '지우지 못하는 이유', '혹시나 돌아와 줄까 봐', '그런 너를 어떻게 잊니', '나는 못해', '어디에도', '네 흔적이 남아서', '아무리 비워내도', '네 생각이 더 나는 걸까', '시간이 다 해결해 줄 거라', '모두 말하지만', '노력해도 지겹도록 나는 너야', '잊지 못하는 이유', '널 잊지 못하는 이유', '모자란 내게', '이유 없이도 사랑 주던 너라', '지우지 못하는 이유', '혹시나 돌아와 줄까 봐', '널 어떻게 잊니 나는', '오늘도 난 추억을 걷는다', '어딜 가도 어딜 봐도', '네가 보인다', '잊지 못하는 이유', '널 잊지 못하는 이유', '좋았던 우리 그 순간들이', '나를 부르잖아', '잊지 못하는 이유', '지우지 못하는 이유', '노력해도 나는 결국 너야']",그리움
179,김나영,너의 번호를 누르고,"['우연히 너를 만나서', '너의 옆자리에 앉아', '그렇게 우린 친해졌어', '짧은 시간에 그렇게', '가까워질 수 있다는 게', '그게 참 신기했어', '소소한 일상부터', '어린 시절 얘기까지도', '그리 똑같진 않아도', '말이 참 잘 통해서', '더 짧았던 거야', '너의 번호를 누르고', '설레임을 가득 채우다', '너의 번호를 지우며', '좋았던 시간을 덜어내', '그때 난 왜 몰랐을까', '이뤄질 수 없는', '짧은 시간 속의', '우린 여기까지인가 봐', '어쩌다 먼 훗날에', '그때 우리 약속 기억날까', '아쉬움만 가득했던', '그때 난 왜 그랬을까', '너의 번호를 누르고', '설레임을 가득 채우다', '너의 번호를 지우며', '좋았던 시간을 덜어내', '그때 난 왜 몰랐을까', '이뤄질 수 없는', '짧은 시간 속의', '우린 여기까지인가 봐', '아무 일 없이 살다 보면', '모두 잊혀질 거라', '또 맘을 속이고 달래도', '자꾸만 그때 네가 생각나', '또 너를 부르게 돼', '너의 번호를 누르고', '설레임을 가득 채우다', '너의 번호를 지우며', '좋았던 시간을 덜어내', '그때 난 왜 몰랐을까', '이뤄질 수 없는', '짧은 시간 속의', '스쳐 가버린', '그때 그 시절 속의', '우린 여기까지인가 봐']",그리움
127,문문(MoonMoon),그때는 맞고 지금은 틀리다고,"['작은 감기도 내가 들면 유난이라고', '하나라도 더 껴입으라고', '커피 같은 게 내게 가장 독약이라고', '대신 코코아 타주겠다고', '이런 날씨는 제발 먼저 꽉 안아달라고', '계절감 한 번 제대로 느끼게 해달라고', '니가 떠줬던 목도린 보풀 만 남았어', '음음음', '라라라라라 기침은 늘었고', '라라라라라 술도 좀 늘었어', '나쁜 건 몸에 바짝 달고 사는데', '좋은 사람만 먼저 떠난다', '모자란 놈에게는 항상 답이 없었어', '모자란 공백 그래 그게 답이었나 봐', '니가 타줬던 코코아 거품만 남았어', '음음음', '라라라라라 기쁨은 줄었고', '라라라라라 잠도 좀 줄었어', '모든 건 서둘러서 말라가는데', '좋은 사람만 오래 걸린다', '어디까지가 바닥인지 물어보길래', '제목 하날 뒤집어 주었어', '그땐 맞고 지금은 틀리다고']",그리움
397,볼빨간사춘기,너는 내 세상이었어,"['오늘만 같이 있게 해 줘', '마지막이란 게 누구보다 싫은 걸 알잖아', '한 번만 나를 꼭 안아줘', '그러면 너도 다시 따뜻해 질까', '네 계절을 다 사랑하는 건 쉽지 않았지만', '우리가 그려온 시간들은 내겐 전부였어', '너는 내 세상이었어', '그 무엇과도 바꿀 수 없는', '그 세상이 무너지면', '어떻게 살아갈 수 있겠어', '아름다웠던 순간들이', '사라져가는 걸 보면서', '나는 한참을 울고 있었던 것만 같아', '참 오래도 널 만나 왔는데', '우리의 시간은 언제부터 멈춰져있는지', '사랑한단 그 흔한 말조차도', '아직도 너에겐 어려운 일일까', '네 계절을 다', '사랑하는 건 쉽지 않았지만', '우리가 그려온 시간들은 내겐 전부였어', '너는 내 세상이었어', '그 무엇과도 바꿀 수 없는', '그 세상이 무너지면', '어떻게 살아갈 수 있겠어', '아름다웠던 순간들이', '사라져가는 걸 보면서', '나는 한참을 울고 있었던 것만 같아', '아름답던 밤 하늘이', '내게 웃어 주었던 네 눈빛이', '회색빛으로 칠해져 눈앞이 자꾸 흐려져', '뒤돌아 걸어가는', '그 길에 아득했던 우리 추억이', '한순간 사라져 다 흩어져', '너는 내 세상이었어', '그 무엇과도 바꿀 수 없는', '그 세상이 무너지면', '어떻게 살아갈 수 있겠어', '아름다웠던 순간들이', '사라져가는 걸 보면서', '나는 한참을 울고 있었던 것만 같아', '널 기다리고 있을 것 같아']",그리움
149,이영훈,기다리는 마음 하나,"['표정 없이 스치듯', '나를 지나가는 사람들', '엇비슷한 고민들로', '하루를 보내고', '까닭 없는 외로운 밤이', '문득 나를 찾으면', '가지런히 놓여 있던 기억들이', '위태로운 듯 흔들리며', '조금씩 사라지는 얼굴 하나', '대책 없이 기다리는 마음 하나', '텅 빈 마음 오래된 문을 열면', '방이 서너 개', '하루만큼 쌓여 가는 말들은', '다 노래가 될 수 없었는지', '내 작은 두 손엔 다 담지 못한', '그리움 같은 나의 기억들이', '흔들리며 조금씩 사라지는', '얼굴 하나', '대책 없이 기다리는 마음 하나']",그리움
336,가인,너만은 모르길,"['묻지 않았다면 끝내 몰랐다면', '그냥 돌아서버렸다면', '나를 놓아주던 너의 그 마음을', '모른 척 살았을텐데', '알아 사랑을 대신할', '또 다른 이유로 널 다시 찾을까봐', '내게 작은 무엇 하나도', '남기지 않았단 걸', '너무 그리워도 많이 힘들어도', '혼자 견뎌야만 하겠지', '늦은 후회들로 지친 눈물까지 내게', '남길 순 없을 테니', '너의 기억에 갇힌 나날들을', '너만은 모르길 바랄 뿐', '알아 너무도 익숙한 너에게', '다시는 기댈 수 없다는 걸', '아직 남은 미련마저도', '버려야 한다는 걸', '너무 그리워도 많이 힘들어도', '혼자 견뎌야만 하겠지', '늦은 후회들로 지친 눈물까지', '내게 맡길 수 없을 테니', '너의 이름에 맺힌 아픔들을', '너만은 모르길 바랄 뿐', '묻지 않았다면 끝내 몰랐다면', '너무 그리워도 많이 힘들어도', '묻지 않았다면 끝내 몰랐다면']",그리움
